ProcessName,RegionName,Unit,2020,2025,2030,2035,2040,2045,2050,2055
comLightingOtherCCL,Peninsular,PJ/y,0.451590249,0.298049564,0.149024782,0.045159025,0,0,0,0
comLightingLED,Peninsular,PJ/y,1.185424404,0.782380107,0.391190053,0.11854244,0,0,0,0
comAppliancesCon,Peninsular,PJ/y,1.302457642,0.859622044,0.429811022,0.130245764,0,0,0,0
comCookingElec,Peninsular,PJ/y,0.486566826,0.321134105,0.160567053,0.048656683,0,0,0,0
comCookingNG,Peninsular,PJ/y,0.486566826,0.321134105,0.160567053,0.048656683,0,0,0,0
comCookingBiomass,Peninsular,PJ/y,0,0,0,0,0,0,0,0
comAC,Peninsular,PJ/y,0.587482277,0.387738303,0.193869151,0.058748228,0,0,0,0
comACHFC_HC,Peninsular,PJ/y,0,0,0,0,0,0,0,0
comACHFO_HC,Peninsular,PJ/y,0,0,0,0,0,0,0,0
comBoilerNG,Peninsular,PJ/y,0.176881965,0.116742097,0.058371048,0.017688196,0,0,0,0
comBoilerElectric,Peninsular,PJ/y,0.171364881,0.113100821,0.056550411,0.017136488,0,0,0,0
comBoilerBiomass,Peninsular,PJ/y,0.00329838,0.002176931,0.001088465,0.000329838,0,0,0,0
comBoilerNG_HC,Peninsular,PJ/y,0,0,0,0,0,0,0,0
comBoilerElectric_HC,Peninsular,PJ/y,0,0,0,0,0,0,0,0
comBoilerBiomass_HC,Peninsular,PJ/y,0,0,0,0,0,0,0,0
comBoilerNG_solarT,Peninsular,PJ/y,0,0,0,0,0,0,0,0
comBoilerElectriciy_solarT,Peninsular,PJ/y,0,0,0,0,0,0,0,0
comBoilerBiomass_solarT,Peninsular,PJ/y,0,0,0,0,0,0,0,0
comASHeatPump,Peninsular,PJ/y,0,0,0,0,0,0,0,0
comGSHeatPump,Peninsular,PJ/y,0,0,0,0,0,0,0,0
comASHeatPump_solarT,Peninsular,PJ/y,0,0,0,0,0,0,0,0
comGSHeatPump_solarT,Peninsular,PJ/y,0,0,0,0,0,0,0,0
comElectricNightStorage,Peninsular,PJ/y,0,0,0,0,0,0,0,0
comElectricResSA_storage,Peninsular,PJ/y,0,0,0,0,0,0,0,0
comElectricResSA,Peninsular,PJ/y,0,0,0,0,0,0,0,0
comCHPNG,Peninsular,PJ/y,0.051362299,0.033899117,0.016949559,0.00513623,0,0,0,0
comCHPBiomass,Peninsular,PJ/y,0.01715221,0.011320458,0.005660229,0.001715221,0,0,0,0
comMicroCHPNG,Peninsular,PJ/y,0,0,0,0,0,0,0,0
comMicroCHPBiomass,Peninsular,PJ/y,0,0,0,0,0,0,0,0
comHVAC_HFC_HC,Peninsular,PJ/y,0,0,0,0,0,0,0,0
comHVAC_HFO_HC,Peninsular,PJ/y,0,0,0,0,0,0,0,0
comBoilerHydrogen,Peninsular,PJ/y,0,0,0,0,0,0,0,0
comBoilerHydrogen_solarT,Peninsular,PJ/y,0,0,0,0,0,0,0,0
comBoilerLPG,Peninsular,PJ/y,0.00824595,0.005442327,0.002721163,0.000824595,0,0,0,0
